addressExtra,businessId,callToActions,city,country,distance,fax,futureOpeningDate,id,identifier,inventory,lat,lng,name,openingHours,openingHoursNotes,openNow,phone,photos,province,specialOpeningHours,streetAndNumber,zip,nextOpen.closedNow,nextOpen.neverOpens,nextOpen.dayOfWeek,nextOpen.hour,nextOpen.date
Canada Water,2183408,[],London,UK,,,,5902041,9820,[],51.49717227,-0.04994406,Welcome Canada Water,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 7960 036367,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/5902041/thumb_Jpl1mYgnle.png', 'type': 'PHOTO', 'description': None}]",Greater London,[],1 Deal Porters Way,SE16 6BH,False,,,,
"Backwell, West Town",2183408,[],Bristol,UK,,,,5902616,9828,[],51.41921533,-2.749994,Welcome Blackwell,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '23:00'}]",,True,,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/5902616/thumb_FLZFKubXWf.png', 'type': 'PHOTO', 'description': None}]",North Somerset,[],73 Station Road,BS48 3LH,False,,,,
,2183408,[],Hastings,UK,,,2026-02-12,5932864,,[],50.8743275,0.5530763,Welcome St Leonards,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1424 722982,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/5932864/thumb_WzMh1JH0SM.png', 'type': 'PHOTO', 'description': None}]",East Sussex,[],100 Battle Road,TN37 7AG,False,,,,
,2183408,[],Allerton Bywater,UK,,,2025-11-26,5936135,9857,[],53.7527959,-1.3836067,Welcome Castleford,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 113 286 2082,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/5936135/thumb_DBZTTHoCcP.png', 'type': 'PHOTO', 'description': None}]",West Yorkshire,[],71-75 Leeds Road,WF10 2HE,False,,,,
,2183408,[],Windsor,UK,,,,6149043,,[],51.48148,-0.6067829,Welcome Windsor,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/6149043/thumb_PFoRTXWl09.png', 'type': 'PHOTO', 'description': None}]",Berkshire,[],12 High Street,SL4 1LD,False,,,,
,2183408,[],Wem,UK,,,,6168621,9847,[],52.8475318,-2.7284585,Welcome Shrewsbury Road,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '23:00'}]",,True,+44 1939 235300,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/6168621/thumb_FHVUnenZf9.png', 'type': 'PHOTO', 'description': None}]",Shropshire,[],Shrewsbury Road,SY4 5PA,False,,,,
,2183408,[],Llangollen,UK,,,,6409828,,[],52.9689614,-3.17023712,Welcome Llangollen,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '23:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '23:00'}]",,True,+44 1978 862861,[],Denbighshire,[],4-6 Berwyn Street,LL20 8ND,False,,,,
Fair Oak,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}]",Eastleigh,UK,,,,4700821,430,[],50.9643109,-1.29974291,Welcome Fair Oak,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8069 4177,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4700821/thumb_hJ7aMM694D.jpg', 'type': 'MAIN', 'description': None}]",Hampshire,[],Fair Oak Road,SO50 7AL,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/chandlers-ford/southern-co-op-chandlers-ford-falkland-court'}]",Eastleigh,UK,,,,4705216,28,[],50.9720073,-1.3827266,"The Co-operative Food Chandlers Ford, Falkland Court","[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",Post Office is available during store opening hours,True,+44 23 8026 9680,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705216/thumb_99SVOc3imw.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],5 Falkland Court,SO53 3GA,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}]",Bishop's Waltham,UK,,,,4705218,55,[],50.95455024,-1.2125212,The Co-operative Food Bishops Waltham,"[{'dayOfWeek': 1, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:00', 'to1': '22:00'}]",,True,+44 1489 895262,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705218/thumb_ThHWALD110.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],High Street,SO32 1AB,False,,,,
,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/millers-dale/southern-co-op-chandlers-ford-hursley-road'}]",Chandler's Ford,UK,,,,4705220,178,[],50.9845342,-1.3854707,Co-op Food,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",Post Office is available during store opening hours,True,+44 23 8026 6468,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705220/thumb_tVKqpRYJqO.jpeg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],14 Hursley Road,SO53 2FU,False,,,,
Fair Oak,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/crowdhill-and-fair-oak/southern-co-op-fairoak-sandy-lane'}]",Fair Oak,UK,,,,4705227,104,[],50.9678484,-1.30438045,"The Co-operative Food Fairoak, Sandy Lane","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8069 2854,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705227/thumb_xGzuA7iKou.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],50 Sandy Lane,SO50 8GB,False,,,,
The Parade,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/boyatt-wood/southern-co-op-boyatt-wood'}]",Eastleigh,UK,,,,4705235,98,[],50.9777177,-1.3597343,"The Co-operative Food Boyatt Wood, The Parade","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8065 2083,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705235/thumb_k2RrA9PXwd.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],6-8 Shakespeare Road,SO50 4QP,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/romsey-and-cupernham/southern-co-op-romsey-the-hundred'}]",Romsey,UK,,,,4705255,245,[],50.98903741,-1.49806254,The Co-operative Food Romsey,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 516064,[],Hampshire,[],22-24 The Hundred,SO51 8BW,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/romsey-and-cupernham/southern-co-op-romsey-botley-road'}]",Romsey,UK,,,,4705258,381,[],50.988369,-1.4847244,"The Co-operative Food Romsey, Botley Road","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 513465,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705258/thumb_M0tMoqtnt3.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],Botley Road,SO51 5AB,False,,,,
Colden Common,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}]",Winchester,UK,,,,4705266,211,[],50.9964239,-1.3217193,"The Co-operative Food Colden Common, St Vigor Way","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",Post Office is available during store opening hours,True,+44 1962 711400,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705266/thumb_QBKbQTjVeL.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],Saint Vigor Way,SO21 1UU,False,,,,
North Baddesley,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/baddesley/southern-co-op-north-baddesley'}]",Southampton,UK,,,,4705272,23,[],50.9761751,-1.4488283,"The Co-operative Food North Baddesley, Seymour Parade","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8073 2652,[],Hampshire,[],1-5 Seymour Lane,SO52 9FN,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/romsey-and-cupernham/southern-co-op-romsey-winchester-hill'}]",Romsey,UK,,,,4705274,109,[],50.99347367,-1.48099555,"The Co-operative Food Romsey, Winchester Hill","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 517900,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705274/thumb_Zvxy7vWi1h.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],Winchester Hill,SO51 7YY,False,,,,
,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/southampton-city-centre/southern-co-op-southampton-high-street'}]",Southampton,UK,,,,4705296,26,[],50.89821414,-1.40419128,"The Co-operative Food Southampton, High Street","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8022 5539,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705296/thumb_UlxOSkp27f.jpg', 'type': 'PHOTO', 'description': None}]",Southampton,[],117 High Street,SO14 2EA,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/romsey-and-cupernham/southern-co-op-romsey-warren-gardens'}]",Romsey,UK,,,,4705310,213,[],50.99964581,-1.47613975,"The Co-operative Food Romsey, Warren Gardens","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 513715,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705310/thumb_K50xus3C0V.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],19-20 Warren Gardens,SO51 7TR,False,,,,
,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/eastleigh-central/southern-co-op-eastleigh-leigh-road'}]",Eastleigh,UK,,,,4705312,310,[],50.9697169,-1.3598209,"The Co-operative Food Eastleigh, Leigh Road","[{'dayOfWeek': 1, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:30', 'to1': '22:00'}]",,True,+44 23 8061 1179,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705312/thumb_ku8BB8VY25.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],Leigh Road,SO50 5LN,False,,,,
,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/banister-park/southern-co-op-southampton-archers-road'}]",Southampton,UK,,,,4705336,396,[],50.91611547,-1.40896711,"The Co-operative Food Southampton, Archers Road","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8023 4694,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705336/thumb_OoyVfSJKJI.jpg', 'type': 'PHOTO', 'description': None}]",Southampton,[],32 Archers Road,SO15 2LT,False,,,,
West End,2184058,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/southampton/hatch-grange/southern-co-op-west-end'}]",Southampton,UK,,,,4705355,406,[],50.9292552,-1.3433838,"The Co-operative Food West End, High Street","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 23 8046 2854,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705355/thumb_iQnc4fpdNk.jpg', 'type': 'PHOTO', 'description': None}]",Hampshire,[],3 High Street,SO30 3AA,False,,,,
,2184058,"[{'text': 'Order with Just Eat', 'url': 'https://www.just-eat.co.uk/takeaway/brands/southern-coop'}]",Romsey,UK,,,,4705356,341,[],51.003709,-1.4736415,The Co-operative Food Abbotswood,"[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 1794 515514,[],Hampshire,[],16 Abbotswood Common Road,SO51 0BX,False,,,,
,2184059,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/bristol/hanham-common/southern-co-op-hanham'}]",Bristol,UK,,,,4705181,312,[],51.4400771,-2.5195147,"The Co-operative Food Hanham, Memorial Road","[{'dayOfWeek': 1, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:30', 'to1': '22:00'}]",,True,+44 117 967 2906,"[{'publicUrl': 'https://locator.uberall.com/uberall-userpics-prod-optimized/4705181/thumb_Zf4bYSwsoJ.jpg', 'type': 'PHOTO', 'description': None}]",South Gloucestershire,[],183 Memorial Road,BS15 3LH,False,,,,
Cadbury Heath,2184059,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/bristol/barrs-court/southern-co-op-bristol-school-road'}]",Bristol,UK,,,,4705182,337,[],51.4461266,-2.4839284,"The Co-operative Food Bristol, School Road","[{'dayOfWeek': 1, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '07:00', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '07:00', 'to1': '22:00'}]",,True,+44 117 967 2703,[],South Gloucestershire,[],School Road,BS30 8EP,False,,,,
Kingswood,2184059,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}, {'text': 'Order with Deliveroo', 'url': 'https://deliveroo.co.uk/menu/bristol/speedwell-and-hillfields/southern-co-op-bristol-two-mile-hill'}]",Bristol,UK,,,,4705183,327,[],51.4618901,-2.5269015,"The Co-operative Food Bristol, Two Mile Hill Road","[{'dayOfWeek': 1, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:30', 'to1': '22:00'}]",,True,+44 117 967 8771,[],Bristol City,[],47 Two Mile Hill Road,BS15 1BS,False,,,,
,2184059,"[{'text': 'Order with Uber Eats', 'url': 'https://www.ubereats.com/gb/brand/southern-co-op'}]",Frome,UK,,,,4705233,359,[],51.23056668,-2.3278095,"The Co-operative Food Frome, Nunney Road","[{'dayOfWeek': 1, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 2, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 3, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 4, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 5, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 6, 'from1': '06:30', 'to1': '22:00'}, {'dayOfWeek': 7, 'from1': '06:30', 'to1': '22:00'}]",,True,+44 1373 467678,[],Somerset,[],1a Nunney Road,BA11 4LA,False,,,,
